,doi,chunk,abstract_bool,text,definition_bool,table_bool,definition
230,definitions2,44,True,"## Impacts on ditches
The available evidence indicates that ditches experience the same spatial extent of water pollution as is seen in the rest of the water environment, with in excess of 90% of ditches having nutrient levels associated with biological impairment of communities (Williams et al., 2004;Biggs et al., 2014b). However, because ditches often have quite small catchments, they also offer greater opportunities for protection from water pollution than larger waterbodies. This can be seen in the heterogeneity of water quality when compared to other freshwater habitats. For example, Biggs et al. (2014b) in a stratified random sample of waterbodies in the lowland English farmed landscape found that ditches surveyed in late winter/early spring generally had the greatest range of values in most of the common water quality determinants including nutrients, heavy metals and organic pollutants. As a result of this, networks of ditches in areas draining land which is not farmed intensively, especially in old wetlands, can be reservoirs of water with nearnatural nutrient, and other potential pollutant, levels. This is one of the main factors explaining the exceptional biodiversity of such sites.",False,False,
231,definitions2,45,True,"## Research needs
## Introduction
Despite the growth of interest in, and understanding of, small waters, much 'basic' science remains to be done. Gaps in our understanding include quite fundamental aspects of function and structure: for example, the hydrology, geochemical processes, assemblages of organisms and the population ecology of the species that make up those assemblages all remain poorly studied. Other than for the large and obvious macroinvertebrates, macrophytes and amphibians, even basic inventories are lacking for algae and other microorganisms, microcrustaceans, non-vascular plants, Diptera (which make up about half of all larger invertebrates in small waterbodies) and the semiterrestrial invertebrate fauna in small waterbodies. The role of small waters as refuges for freshwater biodiversity and techniques for protecting that biodiversity all remain relatively under-researched even though these waterbodies are some of the most tractable when it comes to tackling the main impacts of human activity on freshwaters. Perhaps, the most important need is for more studies comparing different types of waterbody, large and small. This approach has proved fruitful for understanding freshwater biodiversity in ponds, but has been adopted to a very limited extent in virtually all other studies of the structure and function of freshwaters (for a recent exception, see Schriever & Lytle, 2016). However, we anticipate that for many aspects of practical freshwater biodiversity conservation, and the understanding of ecosystem services, such comparative studies will be vital.Despite the work of pioneers of freshwater ecology, like Charles Elton, who produced the first categorisation of freshwater habitats (for Elton, ponds were waterbodies less than 1 acre (Elton & Miller, 1954)), TT 'Kit' Macan (Macan, 1973) and Jack Talling (Talling, 1951), the study of ponds became a backwater in the second half of the twentieth century, really only gaining momentum in the twentyfirst century, in Europe particularly as a result of the work of the European Pond Conservation Network (Oertli et al., 2009) and in North America by ecologists interested in wetlands (e.g. Batzer et al., 1999;Batzer & Boix, 2016).",True,False,"According to the text, Charles Elton defined ponds as waterbodies less than 1 acre in size (Elton & Miller, 1954)."
232,definitions2,46,True,"Although it is well understood that ponds, at least in the temperate zone, are more heterogeneous than larger waters, both in terms of their physico-chemistry and biota (De Meester et al., 2005;Jeffries, 2008), there are very few long-term studies of ponds enabling us to evaluate the extent to which assemblages change over time in response to deterministic factors, compared to the role of stochastic processes. We are aware of only one long-term repeat survey of a group of ponds (Nicolet, 2000). Additionally, important knowledge often remains largely anecdotal: for example, one pond first surveyed in the 1970s (Palmer, 1973), and subsequently revisited over more than 40 years, provides the only currently available evidence of the potential for pond plant communities to remain exceptionally rich, and retain specific endangered species, over reasonable lengths of time (Palmer, 2010).",False,False,
233,definitions2,47,True,"Just as we lack knowledge of the biota and function of individual waterbodies, we know comparatively little about the ways in which ponds interact both with each other and other freshwaters. A major area of uncertainty remains the role of connectivity between different types of waterbodies, and the probably critical role of ponds as refuges in landscapes which are increasingly hostile to freshwater biodiversity. Understanding of the extent to which ponds function as networks, how they interact with other freshwaters, the frequency of movement between sites and factors controlling how species move between sites are poorly understood and restricted to a few better-studied groups, particularly amphibians and dragonflies (e.g. Pittman et al., 2014;Hassall & Thompson, 2012) and to specific river floodplain scenarios (Karaus et al. 2005(Karaus et al. , 2013)). There are two sides to this question: organisms must be able to move between suitable habitat patches if their population are to persist. But equally, for many freshwater organisms, isolation between habitats is also important. Increasingly in human-modified landscapes, isolation is essential for the maintenance of populations through keeping waterbodies isolated from pollutant sources, maintaining barriers to non-native species, and providing ''water-friendly'' management regimes, especially those involving low-intensity grazing on high-nature-value farmland, which appear to simulate aeonsold natural disturbance regimes. Recent observations of ponds in England (Williams, unpublished data) indicates that losses of sensitive biota from highquality, relatively unimpaired, ponds first surveyed in the late 1980s and early 1990s have continued. We do not know whether this is due to an extinction debt (Kuussaari et al., 2009) or simply reflects short-term changes in habitat quality which could be ameliorated.",False,False,
234,definitions2,48,True,"Practically, there is a need to characterise further pond and small lake (especially lakes less than 5-10 ha) assemblages and further refine assessment methodologies, particularly looking for rapid techniques which can be applied at low cost. Monitoring tools such as those developed by Williams et al. (1996Williams et al. ( , 1998a)), Biggs et al. (2000b), Boix et al. (2005) and Oertli et al. (2005) have provided a first-generation of assessment tools but further developments of these methods are needed. It seems possible that the potential offered by environmental DNA, which has already started to revolutionise protected species monitoring (Biggs et al., 2015), will have a role to play here.There remain many questions of importance for protecting pond ecosystems and their biota that have not been answered. How quickly do ponds change? Is change accelerated by anthropogenic impacts? What are the biota of the main successional stages of ponds? One of the most important practical conservation issues to assess is the balance between protecting, and increasing the number of, currently high-quality ponds (Williams et al., 1997) versus the management of degraded or fish impacted sites (Lemmens et al., 2015), particularly those exposed to agricultural pollution. Should we dredge ponds or remove fish to benefit biodiversity (removing pollutants, reducing physical disturbance and resetting the successional stage) or focus first on the protection of water quality followed by the maintenance of low-intensity physical interventions, such as achieved by low-density grazing, to maintain a range of successional states? Given the well-demonstrated risks of damaging pond assemblages by invasive physical management first highlighted by Biggs et al. (1994), a risk which is still apparent (Biggs, personal observations), this remains an important issue.",False,False,
235,definitions2,49,True,"In addition to managing ponds, can we use ponds to re-build freshwater biodiversity across landscapes in which near-universal water pollution has made larger waterbodies (such as lakes or rivers) inhospitable to many species? The first evidence that ponds can protect landscape-scale biodiversity has been obtained in the UK Water Friendly Farming project (Biggs et al., 2014b) in which pond creation was shown to have stopped a landscape-wide decline in the diversity of aquatic plants. This approach could play a major role in protecting freshwater biodiversity given the inherent richness of ponds, their disproportionate numbers of endangered species and the evidence of success from practical programmes. It has been exploited practically in the UK's Million Ponds Project, detailed evaluations of which are just beginning but which show promising colonisation of new, high-quality clean water ponds by species of conservation concern. As pond creation projects are not automatically successful, it is clear that further evaluation of their potential is needed (Calhoun et al., 2014).",False,False,
236,definitions2,50,True,"## Streams
As noted by Alexander et al. (2007), the recent U.S. Supreme Court rulings, related to Clean Water Act decisions by agencies such as the U.S. Army Corps of Engineers and U.S. Environmental Protection Agency, highlight the need to improve scientific understanding of the contribution of headwaters to the physical, chemical and biological integrity of downstream waters. Research needs and priorities have also been highlighted by researchers such as Heino et al. (2003b), Lowe & Likens (2005) and Meyer et al. (2007a, b) and Barmuta et al. (2009).The primary need is to further document the biological diversity of headwaters and the spatial population dynamics of species within stream networks, including the relative importance of environmental factors and links to other aquatic and terrestrial habitats. The diversity of some groups such as the Diptera is poorly described and is likely to further elevate the biodiversity importance of small streams. The aquatic communities of short coastal streams are also largely unknown; in western Europe, their contribution to migratory fish production (sea trout) and coastal fisheries is important, and similar patterns probably occur elsewhere. Given the heterogeneity of small stream habitats, studies will have to be extensive in their site coverage.Given the threats to freshwater biodiversity generally, there is a need to better understand the environmental conditions which support the high regional biodiversity of some biological groups-e.g. macroinvertebrates. Studies have typically developed through an upstream/downstream paradigm, but interactions across landscapes may be as important.All running waters originate in their headwaters so there is a need to quantify how cumulative inputs to and impacts on headwaters affect downstream resources. In particular, there is a need to further quantify the effects of nutrient processing (autotrophic and heterotrophic uptake,), cycling and export of nutrients in headwaters on nutrient status further downstream. Equally, we need to establish how hydrological and habitat alteration of headwaters affects ecological processes in the larger catchment.Given the importance of small streams and at the same time their high vulnerability to land use and other inputs, there is a need for research on both the resistance and the resilience of small stream processes to anthropogenic disturbance.",False,False,
237,definitions2,51,True,"The aforementioned investigations need to incorporate and model the impact of climate on hydrological and physico-chemical conditions and ecological processes in small streams. As noted for ponds, longterm studies are needed to characterise natural temporal changes in physico-chemical and ecological conditions, and responses to management. If these knowledge gaps are addressed, it will provide a better understanding of the ecosystem services derived from small streams and what is required to maintain services supply. Therefore, in addition to fundamental research on ecosystems structure and function, there is a need for operationally focussed investigations including the development of specific guidance on management and restoration of small streams. This may be particularly critical for temporary streams. For example, Larned et al. (2010) called for conservation and management options that address their unique properties. They noted that effective management requires 'preservation or restoration of aquatic-terrestrial habitat mosaics, preservation or restoration of natural flow intermittence, and identification of flow requirements for highly valued species and processes'.Finally, monitoring of water quality in the very extensive small stream network will remain a challenge for regulatory authorities. Thus, there is an opportunity to engage citizen science but this will require selection of determinants and development of kits or tools, both physico-chemical and ecological, that would generate useful and reliable data. Some initiatives are already in place, for example the Angler's Riverfly Monitoring Initiative run by the UK Riverfly Partnership (http://www.riverflies.org/rp- riverfly-monitoring-initiative).",False,False,
238,definitions2,52,True,"## Springs
Until recently, it was commonly thought that crenobiont species are primarily adapted to constant environmental conditions. Now, we know that especially water temperature is often much less constant than assumed. Why then are crenobiont species bound to springs? Approximating the answer will help understand, e.g., how sensitive crenobiont species really are towards climatic changes. In this context, autecological studies are needed including, e.g., experimental approaches on how crenobiont species react to changes in their environment but also broader approaches at higher levels of organisation such as food web analysis (see e.g. Robinson et al., 2008;Woodward et al., 2010). Concepts for long-term monitoring of springs in different biogeographical regions are also needed to understand future developments of species diversity and ecosystem functioning in springs.The most striking question, which will also provide important information for conservation strategies, is how isolated populations of species exclusively inhabiting springs really are. Isolation would make conservation of each spring in a certain region necessary, while connected populations, i.e. metapopulations, may justify the further use of some springs, e.g. for drinking water supply or the abandonment of some natural springs in a region with a similar or even identical genetic pool. This indicates that research should focus on genetic analyses at population and species level and on metapopulation modelling (see Von Fumetti and Blattner, 2016).",False,False,
239,definitions2,53,True,"Knowing the degree of genetic exchange and population connectivity is an important step for the conservation of springs to be brought in line with the sustainable use of spring water, which is an urgent future challenge. For spring conservation and restoration, an international concept is needed in concordance with the river types of the WFD. Such a concept should define international standards and, on a regional scale, regional spring types, their eco-morphological features and species assemblages (see e.g. Zollho ¨fer et al., 2000;Von Fumetti & Nagel, 2011;Martin & Brunke, 2012). This is crucial for assessing the ecological status of springs in relation to a reference status and to evaluate their restoration potential. In this regard, it will also be desirable to develop consistent evaluation sheets, which also consider regional aspects as they are implemented in the WFD. Moreover, a further raising of awareness of policy makers, NGOs and the general public including farmers and land owners is necessary to demonstrate the need for better legislation.",False,False,
240,definitions2,54,True,"## Ditches
As the least investigated part of the freshwater environment, ditches have remained largely outside the realm of traditional freshwater ecology. Despite this, ditches have been of considerable practical significance in two areas: pesticide risk assessment where they have become a model system (e.g. Renaud & Brown, 2008;Renaud et al., 2008) and, in some countries, where they have been the focus of a very large body of practical conservation activity and survey work (see Drake et al., 2010 for an example from the United Kingdom). These projects are mostly in places where ditches represent the remaining vestiges of freshwater habitats in otherwise drained wetlands.Little is known about the ecology of ditches. Most studies have been carried out on the classic permanently wet ditches typical of drained wetlands. However, most ditches are found outside this landscape type (Brown et al., 2006) and it is clear that ditches can be broadly divided into stream-like and standing water-like habitats. In one southern England landscape, stream-like 'upland' ditches showed greater heterogeneity than rivers or streams themselves (Fig. 5).Key research areas for ditch systems are, therefore, as follows:
• Understanding similarities to, and differences from, other freshwater habitats. • Understanding the extent to which they provide refuges for endangered species. • In some locations, the threat faced from sea-level change. At least in Europe, ditch networks are both important freshwater biodiversity reserves and, in coastal regions where many occur, vulnerable to the complete elimination of this special freshwater biota by saline water intrusion. • A critical practical question for ditch networks is the extent to which they can be linked to inland habitats and their rich and vulnerable biota successfully 'moved inland' to avoid coastal squeeze (Clarke, 2015). This is likely to prove a very challenging problem as little is known about the interaction between ditch connectivity, hydrology, water quality, metapopulation dynamics and the achievement of successful conservation outcomes in ditch networks.",False,False,
241,definitions2,55,True,"## Recommendations for policy makers and legislators
Small waters, still and flowing, are an intrinsic and highly significant component of the freshwater environment, of equal importance to the larger waters that are the focus of most current legislation and practical action. There needs to be better integration of international, national and regional networks and organisations to ensure that current and new policies, legislation and funding opportunities support the conservation and effective management of small waters (Biggs et al., 2014a). The primary recommendation for policy makers and legislators is to recognise the importance of small waterbodies for freshwater biodiversity and ecosystem function as well as the maintenance of ecosystem services. It is clear that in all landscapes, a starting point in the management of the water environment should include an evaluation of the role of both small and large waters, including those which are manmade.",False,False,
242,definitions2,56,True,"Because of their size, small waterbodies are easier to protect than larger waters and there is evidence that it may be easier to maintain them in a near-natural condition (in the terminology of the WFD, at 'High' status). There is also good evidence that ponds and small lakes can be created in a way which mimics natural processes and can be used to help restore freshwater biodiversity at landscape level, increasing Polygon size provides a measure of macroinvertebrate assemblage heterogeneity showing that rivers have the least, and ponds and ditches the most, heterogeneous assemblages. Triangle = ditches, filled square = ponds, filled circle = streams, circle = rivers. From Williams et al. (2004) connectivity, resilience and biodiversity. In terms of restoration of existing freshwaters, current evidence indicates that the vast majority of stream restoration projects rarely demonstrate a biodiversity recovery post-hydrogeomorphic adjustment (Palmer et al., 2014;Law et al., 2016), and increasingly emphasise the critical need to improve water quality (e.g. Turunen et al., 2016), which may be more achievable in small rather than larger waters. This is in part because small waters are more likely to have catchments dominated by predominantly 'water-friendly' land uses which are less likely to act as pollutant sources, such as natural forest, extensive grasslands, high-nature-value farmland or other natural or seminatural vegetation types. However, restoration of water quality in small streams in high-intensity agricultural catchments is more challenging. Finally, because small waterbodies are also both common and 'people friendly', they are ideal habitats with which to engage individual citizens in water policy decision making and practical action.Overall, policy makers and legislators need to develop clear processes for assessing the status of smaller waters and ensuring their effective management in catchment plans. Small waterbodies are abundant, and many are badly degraded, so it is necessary to identify important sites based on high biodiversity, high water quality or other valuable attributes. These should be identified in catchment plans and measures implemented for their protection.",False,False,
243,definitions2,57,True,"Because small waterbodies are abundant, it is reasonable to identify groups or networks of important sites as management units, an approach recommended in the WFD (EC, 2003), to stratify sites for monitoring purposes and identify generic objectives/measures for each waterbody group. There are a number of options for grouping small waterbodies including the adoption of the Important Freshwater Areas approach being adopted in the UK (Nicolet & Biggs, 2015) or the Key Biodiversity Approach adopted by IUCN (Langhammer et al., 2007), as well as identifying areas that are important for specific groups, such as Important Stonewort Areas developed by the UK NGO Plantlife (Stewart, 2004).",False,False,
244,definitions2,58,True,"Specifically, policy makers and legislators should ensure the following:
• Small waters are formally included in relevant sections of international and national nature conservation and water management legislation (for example, in Europe, the WFD). • Small waters are adequately represented in statutory networks of protected sites (e.g. Ramsar, Natura 2000, national designations). • Monitoring networks are established to better represent small waters. At present, few countries/regions regularly monitor small waters so there are likely to be opportunities to share experiences to design efficient monitoring networks. It is likely that novel applications of citizen science will be valuable here; for example, in the UK 'WaterNet' provides a model for a citizen-based monitoring network (http://  freshwaterhabitats.org.uk/projects/waternet/). However, equally it is clear that given the critical role of small waters in protecting freshwater biodiversity and ecosystem function, professional programmes must incorporate small waters as needed. New eDNA technologies for monitoring freshwater ecosystems may play a particularly important role in this respect. For example, in the UK, the world's first national monitoring programme for a protected species, the Great Crested Newt (Triturus cristatus (Laurenti, 1768)) (Biggs et al., 2015) has been applied to a national network of ponds and it is clear that other species and species groups in small waters could be monitored using eDNA approaches. Lawson Handley (2015) described the potential for eDNA work, and Turak et al. (2016) note the value of eDNA for developing Essential Biodiversity Variables for measuring change in global freshwater biodiversity. • Species protection and management measures in small waters are adequately enforced (e.g. by ensuring that endangered freshwater species receive sufficient legal protection in national legislation and through tighter restrictions on the sale of invasive non-native species). • National development and planning policies should adequately safeguard small waters through their recognition in water management and nature conservation legislation. • Relevant international, supra-national and national funding bodies should ensure that protection of small waterbody biodiversity is given equal attention to that of larger waters. • Opportunities for climate change mitigation policies which benefit the protection of small waterbodies are adopted.• Unpolluted waters, defined here as those with water quality at near-natural or reference condition, (i.e. equivalent to WFD 'High' status) should be specially protected.",False,False,
245,definitions2,59,True,"Given the critical losses occurring worldwide to freshwater biodiversity, and the clear role that small waters can play in protecting freshwater biota, a central goal of small water management should be to make the most of their potential to protect freshwater biodiversity.",False,False,
246,definitions2,60,True,"## Conclusions
Small waterbodies include natural, artificial and heavily modified waterbodies. They are important in their own right, and also important for their influence on larger waters. They are the commonplace freshwater habitats in virtually all landscapes but have been overlooked by freshwater science until recently. They are often both the most and least degraded remaining examples of freshwater habitats because their small catchments make them both more vulnerable to stresses, and more likely to escape those stresses. Despite this, they still largely lie outside the mainstream of freshwater science and policy making although practitioners, landowners and ordinary people are as likely to interact with them as a great lake or large river.The protection and management of small waterbodies presents a substantial, and achievable, opportunity to protect an important component of the freshwater environment. We encourage policy makers and legislators to help facilitate this goal.### Fig
**Caption:** Fig. 1 TWINSPAN classification of ponds in Great Britain based on macroinvertebrate species assemblage data. Reproduced from Biggs et al. (2000a) with permission### Fig. 2
**Caption:** Fig.2Proportion of species found in ponds only (left of the central line), rivers only (right of the central line) and both ponds and rivers (both sides of the central line) in a stratified random sample of waterbodies in southern England. The X-axis scale indicates the proportion of sites in which the species occurred. Data derived from### Fig. 3
**Caption:** Fig. 3 Location of old fenland ditch networks described by Drake et al. (2010) in England. Note that ditches occur throughout the UK landscape but the old fen areas (Landscape Class 2, Brown et al., 2006) are of exceptional biological richness",True,False,"The context defines small waterbodies as including natural, artificial and heavily modified waterbodies. It does *not* provide a specific definition for either ponds or lakes individually, but rather characterizes *small waterbodies* as a category encompassing those types. It distinguishes them by stating they are commonplace freshwater habitats, and often both the most and least degraded examples of freshwater habitats due to their small catchments."
247,definitions2,61,True,"### Untitled Figure
**Caption:** . (2008a, b) Landscape level comparison of wetland plant and aquatic macroinvertebrate mean alpha and gamma species richness in four waterbody types in Whitchurch, United Kingdom; Funen, Denmark; Avignon, France and Braunschweig, . (2014a, b) Landscape level comparison of wetland plant mean alpha and gamma diversity in all waterbodies in an English Midlands farmed landscape. There were no lakes or rivers in Alpine river system comparing Jackknife estimated gamma species diversity in main river channel and parafluvial floodplain ponds Invertebrates cheadwaters (order 1-2) and mid-order (order 3-5) streams and rivers using Sørensen's dissimilarity index to assess beta diversityInvertebrates bBritain) invertebrate alpha species diversity in headwaters (up to 2.5 km from source) and higher order streams and rivers (more than 2.5 km from source) invertebrate species in headwaters (0, 2 km) and higher order rivers (5 and 10 km) in two regions (Killarney, Slieve Bloom Mountains)of species invertebrate and wetland plant alpha and gamma diversity in Great Britain in 13 landscape classes (summary data only shown for invertebrates; landscape range shown for plants). Includes lakes [ gamma diversity of priority freshwater species for conservation in coastal grazing marsh ditches, ponds, lakes (includes waters [ alpha and gamma diversity of ditches (average of four types)with streams in a southern Ireland landscape.### Fig. 5
**Caption:** Fig. 5 Heterogeneity of aquatic macroinvertebrate assemblages in four waterbody types in a southern England agricultural landscape. The figure shows a CANOCO analysis of macroinvertebrate species data collected from four waterbody types in a typical southern England lowland landscape.### Untitled Figure
**Caption:** No caption",False,False,
248,definitions2,62,True,"### Table 1
**Caption:** Biodiversity of small and larger waterbodies: a summary of comparative studies
Ditches |  | 
Rivers |  | 
Streams |  | 
Small | lakes (up | to 50 ha)
Ponds |  | 
Diversity | measure | 
Type of comparison, including taxon units compared |  | Landscape level comparison of wetland plant and aquatic macroinvertebrate mean alpha | and gamma species richness in four waterbody types in the United Kingdom
Study |  | Williams | et al. (2004)### Table 2
**Caption:** Names and description of main ecosystem services categories, with examples focused on freshwater ecosystems
Final services",False,False,
249,ponds2,-1,True,,,,
250,ponds2,0,True,"# Environmental Conditions and Macrophytes of Karst Ponds
## Abstract
Man-made karst ponds are the only surface water bodies in the Karst region (SW Slovenia, NE Italy) and support variable biotic communities, depending on ecological parameters and human activities. The aim of our study was to establish the relationship between environmental conditions (land-use of the catchment, vegetation of the banktop zone, morphological properties of the ponds, water quality parameters, the presence of fish) and aquatic macrophyte species composition and abundance. The survey of 28 ponds was performed in the peak vegetation period in 2009. The most abundant emergent macrophytes found were Typha latifolia, Alisma plantago-aquatica, Eleocharis palustris agg., and Alisma lanceolatum, while the most common hydrophytes were Lemna minor, Chara spp., Nymphaea alba, and Potamogeton natans. About 15% of all species found in ponds are included in the ""Red"" list of endangered plant species of Slovenia. The presence of fish, water transparency, pH, land-use of the pond catchment and quality of shore substrate were detected as the most influential factors determining aquatic macrophyte communities.",False,False,
251,ponds2,1,True,"## Introduction
Ponds are small lentic ecosystems that permanently or temporarily hold water [1]. They are shallow and their size ranges from a few square metres to several hectares. They can be natural or man-made. Their number is much higher than that of large lakes, which constitute a small percentage of the total number of lakes [2]. Despite this, studies of lentic ecosystems have concentrated mainly on moderately large lakes [2].Ponds differ functionally from larger lakes [3], since their littoral structure and its productivity dominates the ecosystem [2]. Despite their small size they contain a significant part of aquatic biodiversity on the landscape scale [4,5]. Humans have created millions of ponds for multiple purposes [2], but today they serve as refugia for a variety of freshwater biota [5] and are, as such, an irreplaceable type of habitat [6][7][8].The biotic communities that develop in ponds depend on environmental conditions and human activity. Several studies document clear associations between the communities and a variety of environmental gradients, such as hydro-period [9,10], surface area [11], and water properties like water transparency, nutrient availability, and pH [12][13][14]. Compared to rivers and lakes, ponds exhibit greater environmental and, consequently, biotic amplitudes [15].",True,False,"The context defines **ponds** as:

“small lentic ecosystems that permanently or temporarily hold water… shallow and their size ranges from a few square metres to several hectares. They can be natural or man-made.”

This definition distinguishes ponds by their size (small, a few square metres to several hectares), their nature as lentic ecosystems (holding water, not flowing), and their depth (shallow). It also notes they can be either naturally occurring or created by humans."
252,ponds2,2,True,"Macrophytes are important components of aquatic ecosystems (including ponds), affecting their function through energy flow, nutrient cycling, sedimentation processes, and habitat provision [16,17]. Their presence and abundance reflect the quality of the ecosystem as a whole. Aquatic macrophytes not only are affected by water quality, but they also affect water quality and provide food and refugia for aquatic invertebrates and fish [11,18,19]. Their growth is controlled by a variety of factors, namely water quality, water depth, water movement, substrate characteristics, and biotic interactions [20,21]. Therefore, a survey of aquatic macrophytes is important from the point of view of plant species diversity, as well as of factors explaining the diversity of other groups (e.g. macro-invertebrates, periphyton) [22] and as indicators of water and habitat quality [e.g. [23][24][25][26][27][28]. Deterioration of the physical environment and eutrophication of water bodies result in changes in macrophyte distribution, a decline in aquatic macrophyte species richness, and a greater abundance of more resistant species [29].Karst ponds are of human origin, presenting an outstanding natural and cultural heritage [30]. Following mass regulation of rivers and streams all over Europe, man-made systems have become a substitute habitat for numerous organisms [6]. This is the case in the karst ponds, which provide an important network of water-bodies in the Karst Region. The fact, that they are the only surface water-bodies on the Karst Plateau [31] makes them even more important.The aims of our study were to examine the habitat characteristics and/or ecological conditions in karst ponds, as well as surveying the presence and abundance of aquatic macrophyte species. We also aimed to establish the relations between habitat characteristics and aquatic macrophyte species composition. The specific questions addressed were: • Which environmental conditions significantly influence aquatic macrophyte species composition in karst ponds? • How much of the variation of aquatic macrophyte species composition is explained by considered environmental conditions and how do they affect macrophytes species richness?",False,False,
253,ponds2,3,True,"## Materials and Methods
## Study Area
Twenty-eight karst ponds were investigated in the Karst region in SW Slovenia. The ponds are distributed on the Karst Plateau along the border with Italy (from 13º38'08'' E, 45º50'43'' N to 13º59'36'' E, 45º39'54'' N) (Table 1). The climate is sub-Mediterranean, annual precipitation is 1,500 mm [32] (about two-fold higher than evapotranspiration). The largest amount of precipitation occurs in November, and the least in the peak of the vegetation period in July [32]. The mean annual temperature is 11ºC [33]. The altitude ranges from 195 to 420 m a.s.l.## Aquatic Macrophyte Survey
The abundance of aquatic macrophytes was evaluated using a 5-degree estimation scale [34]:
The whole pond was a sampling unit. Plants were identified using the following keys: Martinčič et al. [35] and Preston [36]. Plants whose reproductive organs were not present at the time of sampling are listed by genus (e.g. Bidens, Epilobium, Sparganium). The survey was performed in July and August in 2009. The nomenclature of ferns and flowering plants follows Martinčič et al. [35]. The definition of aquatic macrophytes is in accordance with Hutchinson [37] and Wetzel [2], therefore woody species and other non-hygrophilous species were excluded from analyses.Plant species richness in the ponds was calculated as species number (N) per surface area and/or approximate volume of the studied water bodies.",True,True,"The definition of aquatic macrophytes is in accordance with Hutchinson [37] and Wetzel [2], therefore woody species and other non-hygrophilous species were excluded from analyses."
254,ponds2,4,True,"## Assessment of Environmental Conditions
Parameters were recorded in the field, measured and/or calculated in the laboratory (Table 2). Independent environmental variables were tested for their significance in shaping aquatic macrophyte species composition. These variables can be classified into three groups [38]: quantitative variables, semiquantitative estimates, and categorical variables. Quantitative variables include morphometric parameters of the specific pond (length, width or diameter (m), surface (m 2 ), depth (m), approximate volume (m 3 ), surface:depth ratio (S/d)), and water quality parameters (pH, temperature (T), conductivity (EC), O 2 concentration, O 2 saturation, transparency, chlorophyll-a). Semiquantitative estimates include habitat characteristics (land-use of the catchment, bottom substrate, shore substrate, type of vegetation in banktop zone, width of woody and/or wetland banktop zone). Categorial variables include data about the presence/absence of: fish, filamentous algae, slime, woody species in the pond.Water samples were taken from each pond in August 2009. The majority of the water quality parameters (pH, O 2 concentration, O 2 saturation, T and EC of water) were measured in situ using the portable multi-meter PCD 650 (Eutech Instruments, Singapore). Water transparency and concentration of chlorophyll-a were analyzed spectrophotometrically in the laboratory on the same day.Habitat characteristics were assessed as semiquantitative estimates in a similar way as in many studies of aquatic ecosystems [39][40][41]. The estimated gradients were as follows:",False,True,
255,ponds2,5,True,"## Statistical Analyses
Detrended correspondence analysis (DCA) was used for exploratory data analysis. The eigenvalue for the first DCA axis was greater than 0.4 and indicated strong unimodality [42], therefore canonical correspondence analysis (CCA) was chosen. Relationships between site conditions and vegetation were analyzed using direct gradient analysis (CCA). Separate CCAs for each environmental variable were performed to test the significance of its influence and the explanation of species composition variation. The analysis was run with scaling for inter-sample distances, and bi-Table 2. Ecological parameters (morphometric and water quality parameters) of the studied karst ponds. 1-7: species-poor ""walled"" ponds with prevailing hydrophytes, 8-22: species-rich ponds with prevailing emergent plants, 23-28: ponds without macrophytes.Pond No. plot scaling to relate gradients in floristic composition to the explanatory variables. Forward selection of explanatory variables was used to provide a ranking of the relative importance of the specific variables and to avoid co-linearity [43]. We used the unrestricted Monte Carlo test with 999 permutations to test the statistical significance of the variables and canonical axes. Another CCA was done with a subset of selected variables only (p<0.1), and the proportions of variance explained by these variables were calculated. Some of the variables were not normally distributed so the data were log transformed. Ordination of the ponds according to the most important environmental parameters was made using CCA. The whole set of analyses was performed using CANOCO 4.5 [44]. Differences in environmental parameters between ponds with and without macrophytes were tested for significance using t-test. Species richness was correlated with environmental parameters using Spearman coefficient in SPSS version 17.",False,True,
256,ponds2,6,True,"## Results
## Aquatic Macrophyte Survey
Different growth forms of plants were found: submerged hydrophytes, floating hydrophytes, helophytes, marsh species, and flood-meadow species (Table 3). The most abundant aquatic macrophyte species found in karst ponds were: Typha latifolia, Lemna minor, Alisma plantago-aquatica, Eleocharis palustris, Chara spp., Alisma lanceolatum, and Potamogeton natans. Species from the Red List of Slovenia [45] are relatively numerous, constituting 15% of the total of 50 plant species recorded in ponds.## Floristically Defined Types of Karst Ponds
Leaving aside the smaller group of ponds that contained no aquatic macrophytes, the ordination plot based on results of preliminary DCA showed clustering of the ponds according to floristic composition. Two groups of ponds that were ecologically sound were delineated -a group of seven less similar species-poorer, mostly walled ponds, and the larger group of 15 species-richer ponds with loamy shores.The group of walled ponds was species-poorer and characterized by the presence of different pond-weeds (Potamogeton crispus, P. nodosus, P. natans, P. trichoides) and a higher proportion of other submerged and/or floating hydrophytes, which constitute half of the species. The group of relatively shallow ponds was characterized by a significantly higher total number of plant taxa, with Typha latifolia, Alisma lanceolata, Eleocharis palustris agg., Juncus inflexus, J. effusus, and other emergent macrophytes and marsh species. Emergent species constitute a quarter of all species, hydrophytes only 12%, and marsh species were most common, constituting 36% of the plant taxa.",False,False,
